2020.04.23 17:52:52, 19.89, 17.69, 2147483647.//, 
2020.04.23 17:57:34, 15.37, 17.56, 2.06, 
2020.04.23 18:02:31, 15.70, 17.50, 1.78, 
2020.04.23 18:07:31, 14.60, 17.48, 2.41, 
2020.04.23 18:12:34, 15.06, 16.71, 0.74, 
2020.04.23 18:17:49, 22.24, 17.53, 2147483647.//, 
2020.04.23 18:22:32, 19.42, 17.49, -1.82, 
2020.04.23 18:27:31, 19.27, 17.38, 0.47, 
2020.04.23 18:32:34, 19.72, 17.40, 2147483647.//, 
2020.04.23 18:37:50, 14.60, 17.53, 2.32, 
2020.04.23 18:42:32, 15.30, 17.42, 2.92, 
2020.04.23 18:47:34, 19.52, 17.37, 2147483647.//, 
2020.04.23 18:52:49, 16.88, 17.40, 0.33, 
2020.04.23 18:57:31, 15.60, 17.25, 1.79, 
2020.04.23 19:02:34, 15.11, 16.44, 0.54, 
2020.04.23 19:07:52, 14.73, 17.21, 2.04, 
2020.04.23 19:12:52, 19.16, 17.27, 2147483647.//, 
2020.04.23 19:17:34, 14.78, 17.10, 2.10, 
2020.04.23 19:22:31, 14.59, 16.94, 2.04, 
2020.04.23 19:27:52, 16.01, 17.02, 1.01, 
2020.04.23 19:32:34, 14.62, 16.83, 2.08, 
2020.04.23 19:35:10, 16.37, 17.03, 1.53, 
2020.04.23 19:37:51, 16.44, 17.01, 1.41, 
2020.04.23 19:43:06, 16.09, 16.84, 2147483647.//, 
2020.04.23 19:47:31, 14.46, 16.38, 2.03, 
2020.04.23 19:52:31, 13.74, 16.32, 2.46, 
2020.04.23 19:57:31, 13.72, 16.24, 2.37, 
2020.04.23 20:02:31, 13.63, 16.18, 2.36, 
2020.04.23 20:07:31, 13.59, 16.13, 2.37, 
2020.04.23 20:12:31, 13.57, 16.08, 2.34, 
2020.04.23 20:17:31, 13.50, 16.01, 2.38, 
2020.04.23 20:22:32, 13.57, 15.94, 2.37, 
2020.04.23 20:27:52, 15.19, 15.96, 0.73, 
2020.04.23 20:32:31, 13.91, 15.80, 2.00, 
2020.04.23 20:37:32, 13.65, 15.65, 1.91, 
2020.04.23 20:42:31, 13.50, 15.54, 1.94, 
2020.04.23 20:47:31, 13.33, 14.81, 0.76, 
2020.04.23 20:52:50, 14.33, 15.51, 1.25, 
2020.04.23 20:58:06, 15.02, 15.64, 1.15, 
2020.04.23 21:02:52, 13.38, 15.52, 1.96, 
2020.04.23 21:08:04, 15.04, 15.63, 1.02, 
2020.04.23 21:12:34, 13.65, 15.31, 2.65, 
2020.04.23 21:17:31, 16.73, 15.26, 2147483647.//, 
2020.04.23 21:22:37, 13.00, 15.16, 2.97, 
2020.04.23 21:27:34, 16.61, 15.07, 2147483647.//, 
2020.04.23 21:32:33, 16.71, 15.03, -0.02, 
2020.04.23 21:37:34, 16.80, 14.96, 2147483647.//, 
2020.04.23 21:42:52, 14.11, 15.02, 1.49, 
2020.04.23 21:47:32, 13.86, 14.85, 1.44, 
2020.04.23 21:52:52, 14.15, 14.92, 1.06, 
2020.04.23 21:57:31, 13.54, 14.77, 1.65, 
2020.04.23 22:02:32, 13.06, 14.67, 1.74, 
2020.04.23 22:07:52, 13.77, 14.70, 0.88, 
2020.04.23 22:12:50, 19.09, 14.66, 2147483647.//, 
2020.04.23 22:17:50, 11.11, 14.66, 3.14, 
2020.04.23 22:22:31, 12.99, 14.42, 1.73, 
2020.04.23 22:27:31, 13.24, 14.30, 2.30, 
2020.04.23 22:32:31, 15.73, 13.75, 2147483647.//, 
2020.04.23 22:37:31, 13.39, 13.71, 1.19, 
2020.04.23 22:42:31, 15.92, 13.71, -3.21, 
2020.04.23 22:47:31, 15.86, 13.72, 2147483647.//, 
2020.04.23 22:52:31, 15.60, 14.20, 0.61, 
2020.04.23 22:57:31, 16.13, 13.55, -1.74, 
2020.04.23 23:02:31, 16.01, 13.55, 2147483647.//, 
2020.04.23 23:07:52, 16.22, 14.23, 2147483647.//, 
2020.04.23 23:12:50, 15.92, 14.28, -0.75, 
2020.04.23 23:17:34, 15.84, 14.10, 2147483647.//, 
2020.04.23 23:22:35, 15.68, 13.95, -0.89, 
2020.04.23 23:27:31, 15.59, 13.85, -1.02, 
2020.04.23 23:32:50, 15.29, 13.90, 2147483647.//, 
2020.04.23 23:37:32, 15.10, 13.80, 0.59, 
2020.04.23 23:42:34, 15.34, 13.69, -1.63, 
2020.04.23 23:47:34, 15.34, 13.68, -1.92, 
2020.04.23 23:52:52, 15.89, 13.81, 2147483647.//, 
2020.04.23 23:57:34, 15.25, 13.69, -0.30, 
2020.04.24 00:02:34, 15.34, 13.62, -2.17, 
2020.04.24 00:07:34, 15.26, 13.52, -1.31, 
2020.04.24 00:12:34, 15.15, 13.44, -1.95, 
