2020.04.24 14:17:50, 14.68, 14.46, 1.22, 
2020.04.24 14:22:49, 15.03, 14.59, 0.94, 
2020.04.24 14:27:31, 14.96, 14.60, 1.63, 
2020.04.24 14:32:31, 16.26, 14.71, -0.70, 
2020.04.24 14:37:51, 15.34, 14.96, 1.49, 
2020.04.24 14:42:52, 16.71, 15.09, -0.72, 
2020.04.24 14:47:49, 15.98, 15.23, 1.07, 
2020.04.24 14:52:52, 15.74, 15.30, 1.78, 
2020.04.24 14:57:34, 16.77, 15.24, -1.79, 
2020.04.24 15:02:34, 16.54, 15.23, -0.26, 
2020.04.24 15:07:34, 16.51, 15.20, 0.22, 
2020.04.24 15:12:34, 16.69, 15.26, -0.26, 
2020.04.24 15:17:31, 16.68, 15.24, -0.40, 
2020.04.24 15:22:31, 16.72, 14.75, -1.93, 
2020.04.24 15:27:50, 16.64, 15.47, 0.31, 
2020.04.24 15:32:33, 16.79, 15.47, -0.11, 
